Name	Parent	RootTemplate	ModifierType	Act	Level	UseAPCost	Value	Weight	ComboCategory	Requirements	Strength	Finesse	Intelligence	Constitution	Memory	Wits	Vitality	Armor	PiercingResistance	PhysicalResistance	FireResistance	EarthResistance	WaterResistance	AirResistance	PoisonResistance	Flags	InventoryTab	AddToBottomBar	IgnoredByAI	RuneLevel	RuneEffectWeapon	RuneEffectUpperbody	RuneEffectAmulet	ObjectCategory	MinAmount	MaxAmount	Priority	Unique	MinLevel	MaxLevel	Comment	
LOOT_Rune_Thunder_Small	_Runes	f27c8738-e46c-4780-98a1-2db27407e6ea			5		150																							1	_Boost_Weapon_Rune_LOOT_Rune_Thunder_Small	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Thunder_Small	_Boost_Armor_Amulet_Rune_LOOT_Rune_Thunder_Small	Rune	1	1	9		5	8		
LOOT_Rune_Thunder_Medium	_Runes	65346280-430d-45e8-a499-db6079b5c636			9		380																							2	_Boost_Weapon_Rune_LOOT_Rune_Thunder_Medium	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Thunder_Medium	_Boost_Armor_Amulet_Rune_LOOT_Rune_Thunder_Medium	Rune	1	1	7		9	12		
LOOT_Rune_Thunder_Large	_Runes	c333595f-ed0a-497c-b185-4de1e8f0f3c4			13		620																							3	_Boost_Weapon_Rune_LOOT_Rune_Thunder_Large	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Thunder_Large	_Boost_Armor_Amulet_Rune_LOOT_Rune_Thunder_Large	Rune	1	1	5		13	15		
LOOT_Rune_Thunder_Giant	_Runes	0768231b-a9d1-4e41-9b1d-69e76509c945			16		1150																							4	_Boost_Weapon_Rune_LOOT_Rune_Thunder_Giant	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Thunder_Giant	_Boost_Armor_Amulet_Rune_LOOT_Rune_Thunder_Giant	Rune	1	1	1		16			
LOOT_Rune_Rock_Small	_Runes	5e390de3-cc28-40a8-b57f-bcb4f5cf2975			5		150																							1	_Boost_Weapon_Rune_LOOT_Rune_Rock_Small	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Rock_Small	_Boost_Armor_Amulet_Rune_LOOT_Rune_Rock_Small	Rune	1	1	9		5	8		
LOOT_Rune_Rock_Medium	_Runes	062f9307-e738-45cc-8721-03e329e94712			9		380																							2	_Boost_Weapon_Rune_LOOT_Rune_Rock_Medium	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Rock_Medium	_Boost_Armor_Amulet_Rune_LOOT_Rune_Rock_Medium	Rune	1	1	7		9	12		
LOOT_Rune_Rock_Large	_Runes	ff307feb-9391-4b6a-ae8f-a3f396ac3c33			13		620																							3	_Boost_Weapon_Rune_LOOT_Rune_Rock_Large	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Rock_Large	_Boost_Armor_Amulet_Rune_LOOT_Rune_Rock_Large	Rune	1	1	5		13	15		
LOOT_Rune_Rock_Giant	_Runes	882998c4-2a77-4e86-a01c-9dc55b5030e3			16		1150																							4	_Boost_Weapon_Rune_LOOT_Rune_Rock_Giant	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Rock_Giant	_Boost_Armor_Amulet_Rune_LOOT_Rune_Rock_Giant	Rune	1	1	1		16			
LOOT_Rune_Venom_Small	_Runes	1df69740-e463-4a27-b2ed-2222613750bb			5		150																							1	_Boost_Weapon_Rune_LOOT_Rune_Venom_Small	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Venom_Small	_Boost_Armor_Amulet_Rune_LOOT_Rune_Venom_Small	Rune	1	1	9		5	8		
LOOT_Rune_Venom_Medium	_Runes	ddceaae6-6f2c-4d0a-ae4a-1867481f62e0			9		380																							2	_Boost_Weapon_Rune_LOOT_Rune_Venom_Medium	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Venom_Medium	_Boost_Armor_Amulet_Rune_LOOT_Rune_Venom_Medium	Rune	1	1	7		9	12		
LOOT_Rune_Venom_Large	_Runes	7123043e-766f-4752-a62d-76972d7861ee			13		620																							3	_Boost_Weapon_Rune_LOOT_Rune_Venom_Large	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Venom_Large	_Boost_Armor_Amulet_Rune_LOOT_Rune_Venom_Large	Rune	1	1	5		13	15		
LOOT_Rune_Venom_Giant	_Runes	49e6124d-cb1f-45bb-9549-d3f645413b39			16		1150																							4	_Boost_Weapon_Rune_LOOT_Rune_Venom_Giant	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Venom_Giant	_Boost_Armor_Amulet_Rune_LOOT_Rune_Venom_Giant	Rune	1	1	1		16			
LOOT_Rune_Frame_Power	_Runes	56af1f95-82f2-406f-b651-acdb932f67ac			13		500																											Rune	1	1	2		13			
LOOT_Rune_Frame_Transforming	_Runes	21e14ddb-9abe-433d-88f4-3706ed652e9c			13		500																											Rune	1	1	2		13			
_Runes_Framed								200						0																												
LOOT_Rune_Flame_Small_Framed_Power	_Runes	d3d4d886-b2d4-4022-ade0-f3f4bae50f53			5		650																							1	_Boost_Weapon_Rune_LOOT_Rune_Flame_Small_Framed_Power	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Flame_Small_Framed_Power	_Boost_Armor_Amulet_Rune_LOOT_Rune_Flame_Small_Framed_Power						1	4		
LOOT_Rune_Flame_Medium_Framed_Power	_Runes	9e85f53a-edd9-45e2-ba61-7a0fd35c7db4			9		880																							2	_Boost_Weapon_Rune_LOOT_Rune_Flame_Medium_Framed_Power	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Flame_Medium_Framed_Power	_Boost_Armor_Amulet_Rune_LOOT_Rune_Flame_Medium_Framed_Power						5	9		
LOOT_Rune_Flame_Large_Framed_Power	_Runes	a354d577-d665-408e-ad79-ca25c59f8847			13		1120																							3	_Boost_Weapon_Rune_LOOT_Rune_Flame_Large_Framed_Power	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Flame_Large_Framed_Power	_Boost_Armor_Amulet_Rune_LOOT_Rune_Flame_Large_Framed_Power						10	14		
LOOT_Rune_Flame_Giant_Framed_Power	_Runes	60f578d8-5389-4210-bda5-e4e6112cb99f			16		1650																							4	_Boost_Weapon_Rune_LOOT_Rune_Flame_Giant_Framed_Power	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Flame_Giant_Framed_Power	_Boost_Armor_Amulet_Rune_LOOT_Rune_Flame_Giant_Framed_Power	Rune					16			
LOOT_Rune_Frost_Small_Framed_Power	_Runes	8fbec664-8482-41a3-9771-86619fbb73d1			5		650																							1	_Boost_Weapon_Rune_LOOT_Rune_Frost_Small_Framed_Power	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Frost_Small_Framed_Power	_Boost_Armor_Amulet_Rune_LOOT_Rune_Frost_Small_Framed_Power						1	4		
LOOT_Rune_Frost_Medium_Framed_Power	_Runes	2aa64faa-b484-4598-9788-d0a6c38827fc			9		880																							2	_Boost_Weapon_Rune_LOOT_Rune_Frost_Medium_Framed_Power	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Frost_Medium_Framed_Power	_Boost_Armor_Amulet_Rune_LOOT_Rune_Frost_Medium_Framed_Power						5	9		
LOOT_Rune_Frost_Large_Framed_Power	_Runes	b0894bcf-9757-4195-b78b-441f19d6ebd3			13		1120																							3	_Boost_Weapon_Rune_LOOT_Rune_Frost_Large_Framed_Power	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Frost_Large_Framed_Power	_Boost_Armor_Amulet_Rune_LOOT_Rune_Frost_Large_Framed_Power						10	14		
LOOT_Rune_Frost_Giant_Framed_Power	_Runes	73756fa6-05e3-4cb4-ae3a-d761a73b1865			16		1650																							4	_Boost_Weapon_Rune_LOOT_Rune_Frost_Giant_Framed_Power	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Frost_Giant_Framed_Power	_Boost_Armor_Amulet_Rune_LOOT_Rune_Frost_Giant_Framed_Power	Rune					16			
LOOT_Rune_Thunder_Small_Framed_Power	_Runes	bbdcd8f1-efbe-432c-894e-8eb82da8cb16			5		650																							1	_Boost_Weapon_Rune_LOOT_Rune_Thunder_Small_Framed_Power	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Thunder_Small_Framed_Power	_Boost_Armor_Amulet_Rune_LOOT_Rune_Thunder_Small_Framed_Power						1	4		
LOOT_Rune_Thunder_Medium_Framed_Power	_Runes	9db13505-661b-4fa2-bca8-4475cef239f2			9		880																							2	_Boost_Weapon_Rune_LOOT_Rune_Thunder_Medium_Framed_Power	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Thunder_Medium_Framed_Power	_Boost_Armor_Amulet_Rune_LOOT_Rune_Thunder_Medium_Framed_Power						5	9		
LOOT_Rune_Thunder_Large_Framed_Power	_Runes	3c1635c9-6617-4dab-af80-47a7c316e171			13		1120																							3	_Boost_Weapon_Rune_LOOT_Rune_Thunder_Large_Framed_Power	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Thunder_Large_Framed_Power	_Boost_Armor_Amulet_Rune_LOOT_Rune_Thunder_Large_Framed_Power						10	14		
LOOT_Rune_Thunder_Giant_Framed_Power	_Runes	21ec3d60-c5e4-44a1-b760-77cd5b67da8e			16		1650																							4	_Boost_Weapon_Rune_LOOT_Rune_Thunder_Giant_Framed_Power	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Thunder_Giant_Framed_Power	_Boost_Armor_Amulet_Rune_LOOT_Rune_Thunder_Giant_Framed_Power	Rune					16			
LOOT_Rune_Rock_Small_Framed_Power	_Runes	84eb64a3-d038-4afa-a27b-dea5c9cb24c9			5		650																							1	_Boost_Weapon_Rune_LOOT_Rune_Rock_Small_Framed_Power	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Rock_Small_Framed_Power	_Boost_Armor_Amulet_Rune_LOOT_Rune_Rock_Small_Framed_Power						1	4		
LOOT_Rune_Rock_Medium_Framed_Power	_Runes	61599ed4-7baa-4034-a8ca-f4fd651b65a0			9		880																							2	_Boost_Weapon_Rune_LOOT_Rune_Rock_Medium_Framed_Power	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Rock_Medium_Framed_Power	_Boost_Armor_Amulet_Rune_LOOT_Rune_Rock_Medium_Framed_Power						5	9		
LOOT_Rune_Rock_Large_Framed_Power	_Runes	2f8fad8b-878d-4898-9936-0cb9870698b3			13		1120																							3	_Boost_Weapon_Rune_LOOT_Rune_Rock_Large_Framed_Power	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Rock_Large_Framed_Power	_Boost_Armor_Amulet_Rune_LOOT_Rune_Rock_Large_Framed_Power						10	14		
LOOT_Rune_Rock_Giant_Framed_Power	_Runes	74ccd192-f00f-40b8-9413-14e28c72de54			16		1650																							4	_Boost_Weapon_Rune_LOOT_Rune_Rock_Giant_Framed_Power	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Rock_Giant_Framed_Power	_Boost_Armor_Amulet_Rune_LOOT_Rune_Rock_Giant_Framed_Power	Rune					16			
LOOT_Rune_Venom_Small_Framed_Power	_Runes	6479dd5d-643b-424d-9484-d442421fc90c			5		650																							1	_Boost_Weapon_Rune_LOOT_Rune_Venom_Small_Framed_Power	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Venom_Small_Framed_Power	_Boost_Armor_Amulet_Rune_LOOT_Rune_Venom_Small_Framed_Power						1	4		
LOOT_Rune_Venom_Medium_Framed_Power	_Runes	73f6567e-69e9-4bb1-9fbb-30d14fe183c6			9		880																							2	_Boost_Weapon_Rune_LOOT_Rune_Venom_Medium_Framed_Power	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Venom_Medium_Framed_Power	_Boost_Armor_Amulet_Rune_LOOT_Rune_Venom_Medium_Framed_Power						5	9		
LOOT_Rune_Venom_Large_Framed_Power	_Runes	1424695f-054a-4abf-a0a9-30608835a0d8			13		1120																							3	_Boost_Weapon_Rune_LOOT_Rune_Venom_Large_Framed_Power	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Venom_Large_Framed_Power	_Boost_Armor_Amulet_Rune_LOOT_Rune_Venom_Large_Framed_Power						10	14		
LOOT_Rune_Venom_Giant_Framed_Power	_Runes	6bbe2358-a6d0-4293-b673-98dc8fae551d			16		1650																							4	_Boost_Weapon_Rune_LOOT_Rune_Venom_Giant_Framed_Power	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Venom_Giant_Framed_Power	_Boost_Armor_Amulet_Rune_LOOT_Rune_Venom_Giant_Framed_Power									
LOOT_Rune_Masterwork_Small_Framed_Power	_Runes	319724b4-d80d-45db-9d5a-c3068d9f693d			5		650																							1	_Boost_Weapon_Rune_LOOT_Rune_Masterwork_Small_Framed_Power	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Masterwork_Small_Framed_Power	_Boost_Armor_Amulet_Rune_LOOT_Rune_Masterwork_Small_Framed_Power									
LOOT_Rune_Masterwork_Medium_Framed_Power	_Runes	50ef3048-b9d3-41b0-b2f6-882060dd9f78			9		880																							2	_Boost_Weapon_Rune_LOOT_Rune_Masterwork_Medium_Framed_Power	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Masterwork_Medium_Framed_Power	_Boost_Armor_Amulet_Rune_LOOT_Rune_Masterwork_Medium_Framed_Power									
LOOT_Rune_Masterwork_Large_Framed_Power	_Runes	cd802f8e-d9f8-413c-8443-40eda07802f2			13		1120																							3	_Boost_Weapon_Rune_LOOT_Rune_Masterwork_Large_Framed_Power	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Masterwork_Large_Framed_Power	_Boost_Armor_Amulet_Rune_LOOT_Rune_Masterwork_Large_Framed_Power									
LOOT_Rune_Masterwork_Giant_Framed_Power	_Runes	1d590c9f-0ae6-44a9-b449-45349de6ec3d			16		1650																							4	_Boost_Weapon_Rune_LOOT_Rune_Masterwork_Giant_Framed_Power	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Masterwork_Giant_Framed_Power	_Boost_Armor_Amulet_Rune_LOOT_Rune_Masterwork_Giant_Framed_Power									
LOOT_Rune_Flame_Small_Framed_Transforming	_Runes	fecf3459-5868-45d9-841d-94faf822b6c5			5		650																							1	_Boost_Weapon_Rune_LOOT_Rune_Flame_Small_Framed_Transforming	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Flame_Small_Framed_Transforming	_Boost_Armor_Amulet_Rune_LOOT_Rune_Flame_Small_Framed_Transforming						1	4		
LOOT_Rune_Flame_Medium_Framed_Transforming	_Runes	0d884c84-74b5-44ab-9f35-28071455be11			9		880																							2	_Boost_Weapon_Rune_LOOT_Rune_Flame_Medium_Framed_Transforming	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Flame_Medium_Framed_Transforming	_Boost_Armor_Amulet_Rune_LOOT_Rune_Flame_Medium_Framed_Transforming						5	9		
LOOT_Rune_Flame_Large_Framed_Transforming	_Runes	1984dbb4-ef83-408d-8cb9-cdb42bb8fecd			13		1120																							3	_Boost_Weapon_Rune_LOOT_Rune_Flame_Large_Framed_Transforming	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Flame_Large_Framed_Transforming	_Boost_Armor_Amulet_Rune_LOOT_Rune_Flame_Large_Framed_Transforming						10	14		
LOOT_Rune_Flame_Giant_Framed_Transforming	_Runes	df66b9f4-cc9d-4682-a2b1-b4603680782d			16		1650																							4	_Boost_Weapon_Rune_LOOT_Rune_Flame_Giant_Framed_Transforming	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Flame_Giant_Framed_Transforming	_Boost_Armor_Amulet_Rune_LOOT_Rune_Flame_Giant_Framed_Transforming	Rune					16			
LOOT_Rune_Frost_Small_Framed_Transforming	_Runes	a852385c-1f2c-4458-a9dc-73abe21ef515			5		650																							1	_Boost_Weapon_Rune_LOOT_Rune_Frost_Small_Framed_Transforming	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Frost_Small_Framed_Transforming	_Boost_Armor_Amulet_Rune_LOOT_Rune_Frost_Small_Framed_Transforming						1	4		
LOOT_Rune_Frost_Medium_Framed_Transforming	_Runes	bd7af3d8-ddd1-4190-b81b-58ededcff2d3			9		880																							2	_Boost_Weapon_Rune_LOOT_Rune_Frost_Medium_Framed_Transforming	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Frost_Medium_Framed_Transforming	_Boost_Armor_Amulet_Rune_LOOT_Rune_Frost_Medium_Framed_Transforming						5	9		
LOOT_Rune_Frost_Large_Framed_Transforming	_Runes	154832db-6d19-4ada-a9ad-3a357db62c5b			13		1120																							3	_Boost_Weapon_Rune_LOOT_Rune_Frost_Large_Framed_Transforming	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Frost_Large_Framed_Transforming	_Boost_Armor_Amulet_Rune_LOOT_Rune_Frost_Large_Framed_Transforming						10	14		
LOOT_Rune_Frost_Giant_Framed_Transforming	_Runes	0df8914f-d619-4ea0-91a8-d90c7619f983			16		1650																							4	_Boost_Weapon_Rune_LOOT_Rune_Frost_Giant_Framed_Transforming	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Frost_Giant_Framed_Transforming	_Boost_Armor_Amulet_Rune_LOOT_Rune_Frost_Giant_Framed_Transforming	Rune					16			
LOOT_Rune_Thunder_Small_Framed_Transforming	_Runes	82a8a96f-6aa2-4efe-8cf1-3538998f5a89			5		650																							1	_Boost_Weapon_Rune_LOOT_Rune_Thunder_Small_Framed_Transforming	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Thunder_Small_Framed_Transforming	_Boost_Armor_Amulet_Rune_LOOT_Rune_Thunder_Small_Framed_Transforming						1	4		
LOOT_Rune_Thunder_Medium_Framed_Transforming	_Runes	e0daefab-3837-4a45-98fe-5c4670549b4e			9		880																							2	_Boost_Weapon_Rune_LOOT_Rune_Thunder_Medium_Framed_Transforming	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Thunder_Medium_Framed_Transforming	_Boost_Armor_Amulet_Rune_LOOT_Rune_Thunder_Medium_Framed_Transforming						5	9		
LOOT_Rune_Thunder_Large_Framed_Transforming	_Runes	3262e623-84be-45bf-bc71-8bb8ac0133a3			13		1120																							3	_Boost_Weapon_Rune_LOOT_Rune_Thunder_Large_Framed_Transforming	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Thunder_Large_Framed_Transforming	_Boost_Armor_Amulet_Rune_LOOT_Rune_Thunder_Large_Framed_Transforming						10	14		
LOOT_Rune_Thunder_Giant_Framed_Transforming	_Runes	e5da457b-455f-463c-81d1-7ba0d5ff00ff			16		1650																							4	_Boost_Weapon_Rune_LOOT_Rune_Thunder_Giant_Framed_Transforming	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Thunder_Giant_Framed_Transforming	_Boost_Armor_Amulet_Rune_LOOT_Rune_Thunder_Giant_Framed_Transforming	Rune					16			
LOOT_Rune_Rock_Small_Framed_Transforming	_Runes	db6248ac-d3fb-4144-9ed9-386599c95fa7			5		650																							1	_Boost_Weapon_Rune_LOOT_Rune_Rock_Small_Framed_Transforming	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Rock_Small_Framed_Transforming	_Boost_Armor_Amulet_Rune_LOOT_Rune_Rock_Small_Framed_Transforming						1	4		
LOOT_Rune_Rock_Medium_Framed_Transforming	_Runes	50afc4e7-7824-4345-832e-5b67776a41fb			9		880																							2	_Boost_Weapon_Rune_LOOT_Rune_Rock_Medium_Framed_Transforming	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Rock_Medium_Framed_Transforming	_Boost_Armor_Amulet_Rune_LOOT_Rune_Rock_Medium_Framed_Transforming						5	9		
LOOT_Rune_Rock_Large_Framed_Transforming	_Runes	8545d3e5-69c2-4828-bbb7-fb73814807cd			13		1120																							3	_Boost_Weapon_Rune_LOOT_Rune_Rock_Large_Framed_Transforming	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Rock_Large_Framed_Transforming	_Boost_Armor_Amulet_Rune_LOOT_Rune_Rock_Large_Framed_Transforming						10	14		
LOOT_Rune_Rock_Giant_Framed_Transforming	_Runes	7a008acb-b453-41ce-8273-dc7b5887caf8			16		1650																							4	_Boost_Weapon_Rune_LOOT_Rune_Rock_Giant_Framed_Transforming	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Rock_Giant_Framed_Transforming	_Boost_Armor_Amulet_Rune_LOOT_Rune_Rock_Giant_Framed_Transforming	Rune					16			
LOOT_Rune_Venom_Small_Framed_Transforming	_Runes	141a555e-296f-4863-8c13-38502c994438			5		650																							1	_Boost_Weapon_Rune_LOOT_Rune_Venom_Small_Framed_Transforming	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Venom_Small_Framed_Transforming	_Boost_Armor_Amulet_Rune_LOOT_Rune_Venom_Small_Framed_Transforming						1	4		
LOOT_Rune_Venom_Medium_Framed_Transforming	_Runes	b696d6ee-780b-4eaf-a0a8-1743cc771179			9		880																							2	_Boost_Weapon_Rune_LOOT_Rune_Venom_Medium_Framed_Transforming	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Venom_Medium_Framed_Transforming	_Boost_Armor_Amulet_Rune_LOOT_Rune_Venom_Medium_Framed_Transforming						5	9		
LOOT_Rune_Venom_Large_Framed_Transforming	_Runes	a431d76f-efc0-49bc-b01e-e000d179d87e			13		1120																							3	_Boost_Weapon_Rune_LOOT_Rune_Venom_Large_Framed_Transforming	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Venom_Large_Framed_Transforming	_Boost_Armor_Amulet_Rune_LOOT_Rune_Venom_Large_Framed_Transforming						10	14		
LOOT_Rune_Venom_Giant_Framed_Transforming	_Runes	24f3fa0d-64fb-4440-a300-8ec51757745b			16		1650																							4	_Boost_Weapon_Rune_LOOT_Rune_Venom_Giant_Framed_Transforming	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Venom_Giant_Framed_Transforming	_Boost_Armor_Amulet_Rune_LOOT_Rune_Venom_Giant_Framed_Transforming	Rune					16			
LOOT_Rune_Masterwork_Small_Framed_Transforming	_Runes	0cad9952-a041-4ad3-a46e-472661017041			5		650																							1	_Boost_Weapon_Rune_LOOT_Rune_Masterwork_Small_Framed_Transforming	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Masterwork_Small_Framed_Transforming	_Boost_Armor_Amulet_Rune_LOOT_Rune_Masterwork_Small_Framed_Transforming									
LOOT_Rune_Masterwork_Medium_Framed_Transforming	_Runes	89cf7896-56ca-4f36-8245-5eab47069722			9		880																							2	_Boost_Weapon_Rune_LOOT_Rune_Masterwork_Medium_Framed_Transforming	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Masterwork_Medium_Framed_Transforming	_Boost_Armor_Amulet_Rune_LOOT_Rune_Masterwork_Medium_Framed_Transforming									
LOOT_Rune_Masterwork_Large_Framed_Transforming	_Runes	79020563-6a9e-4138-83fe-9e745ac726e9			13		1120																							3	_Boost_Weapon_Rune_LOOT_Rune_Masterwork_Large_Framed_Transforming	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Masterwork_Large_Framed_Transforming	_Boost_Armor_Amulet_Rune_LOOT_Rune_Masterwork_Large_Framed_Transforming									
LOOT_Rune_Masterwork_Giant_Framed_Transforming	_Runes	12438237-d860-406a-91fe-8a50ac841f31			16		1650																							4	_Boost_Weapon_Rune_LOOT_Rune_Masterwork_Giant_Framed_Transforming	_Boost_Armor_Upperbody_Rune_LOOT_Rune_Masterwork_Giant_Framed_Transforming	_Boost_Armor_Amulet_Rune_LOOT_Rune_Masterwork_Giant_Framed_Transforming									
_OrbCharms	_Runes			1																							Magical															
LOOT_Charm_Orb_Uru_Umn	_OrbCharms	3d962fcb-aa1b-49dd-8804-784dd62ce26a			3		500	50																																		
LOOT_Charm_Orb_Uru_Ydra	_OrbCharms	36533c0b-4aa8-4e0d-b129-fa585da40000			3		500	50																																		
LOOT_Charm_Orb_Uru_Joph	_OrbCharms	f97d96fe-99de-424d-b15e-27c5440728c2			3		500	50																																		
LOOT_Charm_Orb_Uru_Koor	_OrbCharms	a41f840f-cbe9-493e-8f58-27123f7621b3			3		500	50																																		
LOOT_Charm_Orb_Uru_Vorr	_OrbCharms	10b62f24-99e2-41e7-a273-17372ca56e8f			3		500	50																																		
LOOT_Charm_Orb_Ser_Umn	_OrbCharms	fcaa3103-2b88-459a-aae9-59c24c1e10ef			5		500	50																																		
LOOT_Charm_Orb_Ser_Ydra	_OrbCharms	c3c30efa-ccae-4155-934e-3977cfc7f6c8			5		500	50																																		
LOOT_Charm_Orb_Ser_Joph	_OrbCharms	b8e49587-92db-4d44-bf53-f2a7e001eee1			5		500	50																																		
LOOT_Charm_Orb_Ser_Koor	_OrbCharms	4138a0b3-7dc1-43f3-a85e-e842e9c83706			5		500	50																																		
LOOT_Charm_Orb_Ser_Vorr	_OrbCharms	d2640701-5ba9-4bc5-8425-982e7a0d9ba4			5		500	50																																		
LOOT_Charm_Orb_Min_Umn	_OrbCharms	618117d5-c8df-4bdf-b02f-a7264a9f0808			8		500	50																																		
LOOT_Charm_Orb_Min_Ydra	_OrbCharms	f5b1c1d3-6363-4075-86c9-18e213036369			8		500	50																																		
LOOT_Charm_Orb_Min_Joph	_OrbCharms	d5acaf5a-58f9-46ab-8aaa-6122c878e308			8		500	50																																		
LOOT_Charm_Orb_Min_Koor	_OrbCharms	05c4821c-5681-40dc-acda-5200f368f5cc			8		500	50																																		
LOOT_Charm_Orb_Min Vorr	_OrbCharms	a705a41e-f965-4aa3-8927-65c0f6eec388			8		500	50																																		
LOOT_Charm_Orb_Pag_Umn	_OrbCharms	1715a79f-c09d-40e3-b526-032a4e364179			11		500	50																																		
LOOT_Charm_Orb_Pag_Ydra	_OrbCharms	74d15611-fdda-4141-8841-2eb6f3d8c648			11		500	50																																		
LOOT_Charm_Orb_Pag_Joph	_OrbCharms	a16d28e7-a9a8-4af5-9d8f-fa33edc80020			11		500	50																																		
LOOT_Charm_Orb_Pag_Koor	_OrbCharms	2fa65f7e-c015-4368-a898-82acaf0edeba			11		500	50																																		
LOOT_Charm_Orb_Pag_Vorr	_OrbCharms	471aa046-234e-44da-be91-971ee26022b8			11		500	50																																		
LOOT_Charm_Orb_Yit_Umn	_OrbCharms	09bd1bf1-68ce-4e78-acf4-a7a477ae5b82			14		500	50																																		
LOOT_Charm_Orb_Yit_Ydra	_OrbCharms	fe2a6172-055d-4b33-85b2-cf1f8d332527			14		500	50																																		
LOOT_Charm_Orb_Yit Joph	_OrbCharms	9e72b891-49ef-46c6-baeb-0d9bab04825c			14		500	50																																		
LOOT_Charm_Orb_Yit Koor	_OrbCharms	61935e31-cfb1-4f10-9e33-57d8c1207812			14		500	50																																		
LOOT_Charm_Orb_Yit_Vorr	_OrbCharms	b4ea8195-f185-4205-ace7-b32b1f04ac54			14		500	50																																		
_TrapObjects				1				50000						1											100	BleedingImmunity;SleepingImmunity;PoisonImmunity	Misc															
TRAP_ElementalMine	_TrapObjects				1																100	100	100	100	100																	
TRAP_Mine	_TrapObjects				1																																					
TRAP_SpikedFloor	_TrapObjects				20									10			1000		100	100	100	100	100	100	100																	
TRAP_SpikedWall	_TrapObjects				20			0						10			1000		100	100	100	100	100	100	100																	
TRAP_Gargoyle	_TrapObjects				1																																					
TRAP_Pit					1			50000						1					100	100	100	100	100	100	100	BleedingImmunity;SleepingImmunity;PoisonImmunity																
_Skillbooks			Item	1		0	200	500						0												BleedingImmunity;SleepingImmunity;PoisonImmunity	Magical															
SKILLBOOK_Air_ShockingTouch	_Skillbooks	7063e6d4-b5ea-42b6-a3f7-d0c23fca72e5			1		120		SkillbookAir	AirSpecialist 1																								SkillbookAirStarter	1	1	1		1			
SKILLBOOK_Air_FavourableWind	_Skillbooks	af67492d-77dd-4e07-bb06-01779c2f6b0e			1		120		SkillbookAir	AirSpecialist 1																								SkillbookAirStarter	1	1	1		1			
