Name	Parent	ItemGroup	ModifierType	Act	Level	Slot	Requirements	Armor Defense Value	ArmorBoost	Magic Armor Value	MagicArmorBoost	Durability	DurabilityDegradeSpeed	Value	Weight	Movement	Initiative	Fire	Air	Water	Earth	Poison	Piercing	Physical	StrengthBoost	FinesseBoost	IntelligenceBoost	ConstitutionBoost	MemoryBoost	WitsBoost	SingleHanded	TwoHanded	Ranged	DualWielding	Perseverance	Leadership	PainReflection	WarriorLore	RangerLore	RogueLore	Sourcery	FireSpecialist	WaterSpecialist	AirSpecialist	EarthSpecialist	Necromancy	Polymorph	Summoning	Telekinesis	Sneaking	Thievery	Loremaster	Repair	Barter	Persuasion	Luck	SightBoost	HearingBoost	VitalityBoost	MagicPointsBoost	ChanceToHitBoost	APMaximum	APStart	APRecovery	AccuracyBoost	DodgeBoost	CriticalChance	Reflection	MaxSummons	Skills	Talents	Tags	ExtraProperties	Flags	Boosts	ComboCategory	InventoryTab	ArmorType	ItemColor	NeedsIdentification	Charges	MaxCharges	RuneSlots	RuneSlots_V1	ObjectCategory	MinAmount	MaxAmount	Priority	Unique	MinLevel	MaxLevel	Comment	
_Boost_Armor_Ring_Ability_Luck_Medium	_BOOSTS_Armor													10																																										1																																					
_Boost_Armor_Ring_Ability_OneHanded	_BOOSTS_Armor													8																	1																																																														
_Boost_Armor_Ring_Ability_OneHanded_Large	_BOOSTS_Armor													12																	2																																																														
_Boost_Armor_Ring_Ability_OneHanded_Medium	_BOOSTS_Armor													10																	1																																																														
_Boost_Armor_Ring_Ability_Persuasion	_BOOSTS_Armor													8																																									1																																						
_Boost_Armor_Ring_Ability_Persuasion_Large	_BOOSTS_Armor													12																																									1																																						
_Boost_Armor_Ring_Ability_Persuasion_Medium	_BOOSTS_Armor													10																																									1																																						
_Boost_Armor_Ring_Ability_Polymorph	_BOOSTS_Armor													8																																	1																																														
_Boost_Armor_Ring_Ability_Polymorph_Large	_BOOSTS_Armor													12																																	2																																														
_Boost_Armor_Ring_Ability_Polymorph_Medium	_BOOSTS_Armor													10																																	1																																														
_Boost_Armor_Ring_Ability_Ranged	_BOOSTS_Armor													8																			1																																																												
_Boost_Armor_Ring_Ability_Ranged_Large	_BOOSTS_Armor													12																			2																																																												
_Boost_Armor_Ring_Ability_Ranged_Medium	_BOOSTS_Armor													10																			1																																																												
_Boost_Armor_Ring_Ability_Rogues	_BOOSTS_Armor													8																										1																																																					
_Boost_Armor_Ring_Ability_Rogues_Large	_BOOSTS_Armor													12																										2																																																					
_Boost_Armor_Ring_Ability_Rogues_Medium	_BOOSTS_Armor													10																										1																																																					
_Boost_Armor_Ring_Ability_Sneaking	_BOOSTS_Armor													8																																				1																																											
_Boost_Armor_Ring_Ability_Sneaking_Large	_BOOSTS_Armor													12																																				1																																											
_Boost_Armor_Ring_Ability_Sneaking_Medium	_BOOSTS_Armor													10																																				1																																											
_Boost_Armor_Ring_Ability_Summoning	_BOOSTS_Armor													8																																		1																																													
_Boost_Armor_Ring_Ability_Summoning_Large	_BOOSTS_Armor													12																																		2																																													
_Boost_Armor_Ring_Ability_Summoning_Medium	_BOOSTS_Armor													10																																		1																																													
_Boost_Armor_Ring_Ability_Telekinesis	_BOOSTS_Armor													8																																			1																																												
_Boost_Armor_Ring_Ability_Telekinesis_Large	_BOOSTS_Armor													12																																			1																																												
_Boost_Armor_Ring_Ability_Telekinesis_Medium	_BOOSTS_Armor													10																																			1																																												
_Boost_Armor_Ring_Ability_Lockpicking	_BOOSTS_Armor													8																																					1																																										
_Boost_Armor_Ring_Ability_Lockpicking_Large	_BOOSTS_Armor													12																																					1																																										
_Boost_Armor_Ring_Ability_Lockpicking_Medium	_BOOSTS_Armor													10																																					1																																										
_Boost_Armor_Ring_Ability_TwoHanded	_BOOSTS_Armor													8																		1																																																													
_Boost_Armor_Ring_Ability_TwoHanded_Large	_BOOSTS_Armor													12																		2																																																													
_Boost_Armor_Ring_Ability_TwoHanded_Medium	_BOOSTS_Armor													10																		1																																																													
_Boost_Armor_Ring_Ability_Warfare	_BOOSTS_Armor													8																								1																																																							
_Boost_Armor_Ring_Ability_Warfare_Large	_BOOSTS_Armor													12																								2																																																							
_Boost_Armor_Ring_Ability_Warfare_Medium	_BOOSTS_Armor													10																								1																																																							
_Boost_Armor_Ring_Ability_Water	_BOOSTS_Armor													8																													1																																																		
_Boost_Armor_Ring_Ability_Water_Large	_BOOSTS_Armor													12																													2																																																		
_Boost_Armor_Ring_Ability_Water_Medium	_BOOSTS_Armor													10																													1																																																		
_Boost_Armor_Ring_Secondary_Vitality	_BOOSTS_Armor													8																																													20																																		
_Boost_Armor_Ring_Secondary_Vitality_Medium	_BOOSTS_Armor													12																																													30																																		
_Boost_Armor_Ring_Secondary_Vitality_Large	_BOOSTS_Armor													10																																													40																																		
_Boost_Armor_Amulet_Ability_MagicArmorMastery	_BOOSTS_Armor													8																																																																															
_Boost_Armor_Amulet_Ability_MagicArmorMastery_Large	_BOOSTS_Armor													12																																																																															
_Boost_Armor_Amulet_Ability_MagicArmorMastery_Medium	_BOOSTS_Armor													10																																																																															
_Boost_Armor_Amulet_Ability_PhysicalArmorMastery	_BOOSTS_Armor													8																																																																															
_Boost_Armor_Amulet_Ability_PhysicalArmorMastery_Large	_BOOSTS_Armor													12																																																																															
_Boost_Armor_Amulet_Ability_PhysicalArmorMastery_Medium	_BOOSTS_Armor													10																																																																															
_Boost_Armor_Gloves_Ability_Repair	_BOOSTS_Armor													8																																							1																																								
_Boost_Armor_Gloves_Ability_Repair_Large	_BOOSTS_Armor													12																																							1																																								
_Boost_Armor_Gloves_Ability_Repair_Medium	_BOOSTS_Armor													10																																							1																																								
_Boost_Armor_Gloves_Ability_VitalityMastery	_BOOSTS_Armor													8																																																																															
_Boost_Armor_Gloves_Ability_VitalityMastery_Large	_BOOSTS_Armor													12																																																																															
_Boost_Armor_Gloves_Ability_VitalityMastery_Medium	_BOOSTS_Armor													10																																																																															
_Boost_Armor_Helmet_Ability_MagicArmorMastery	_BOOSTS_Armor													8																																																																															
_Boost_Armor_Helmet_Ability_MagicArmorMastery_Large	_BOOSTS_Armor													12																																																																															
_Boost_Armor_Helmet_Ability_MagicArmorMastery_Medium	_BOOSTS_Armor													10																																																																															
_Boost_Armor_Upperbody_Ability_PhysicalArmorMastery	_BOOSTS_Armor													8																																																																															
_Boost_Armor_Upperbody_Ability_PhysicalArmorMastery_Large	_BOOSTS_Armor													12																																																																															
_Boost_Armor_Upperbody_Ability_PhysicalArmorMastery_Medium	_BOOSTS_Armor													10																																																																															
_Boost_Armor_Upperbody_Ability_Air	_BOOSTS_Armor													8																														1																																																	
_Boost_Armor_Upperbody_Ability_Air_Large	_BOOSTS_Armor													12																														2																																																	
_Boost_Armor_Upperbody_Ability_Air_Medium	_BOOSTS_Armor													10																														1																																																	
_Boost_Armor_Upperbody_Ability_Earth	_BOOSTS_Armor													8																															1																																																
_Boost_Armor_Upperbody_Ability_Earth_Large	_BOOSTS_Armor													12																															2																																																
_Boost_Armor_Upperbody_Ability_Earth_Medium	_BOOSTS_Armor													10																															1																																																
_Boost_Armor_Upperbody_Ability_Fire	_BOOSTS_Armor													8																												1																																																			
_Boost_Armor_Upperbody_Ability_Fire_Large	_BOOSTS_Armor													12																												2																																																			
_Boost_Armor_Upperbody_Ability_Fire_Medium	_BOOSTS_Armor													10																												1																																																			
_Boost_Armor_Upperbody_Ability_Death	_BOOSTS_Armor													8																																1																																															
_Boost_Armor_Upperbody_Ability_Death_Large	_BOOSTS_Armor													12																																2																																															
_Boost_Armor_Upperbody_Ability_Death_Medium	_BOOSTS_Armor													10																																1																																															
_Boost_Armor_Upperbody_Ability_Hunting	_BOOSTS_Armor													8																									1																																																						
_Boost_Armor_Upperbody_Ability_Hunting_Large	_BOOSTS_Armor													12																									2																																																						
_Boost_Armor_Upperbody_Ability_Hunting_Medium	_BOOSTS_Armor													10																									1																																																						
_Boost_Armor_Upperbody_Ability_Rogues	_BOOSTS_Armor													8																										1																																																					
_Boost_Armor_Upperbody_Ability_Rogues_Large	_BOOSTS_Armor													12																										2																																																					
_Boost_Armor_Upperbody_Ability_Rogues_Medium	_BOOSTS_Armor													10																										1																																																					
_Boost_Armor_Upperbody_Ability_Warfare	_BOOSTS_Armor													8																								1																																																							
_Boost_Armor_Upperbody_Ability_Warfare_Large	_BOOSTS_Armor													12																								2																																																							
_Boost_Armor_Upperbody_Ability_Warfare_Medium	_BOOSTS_Armor													10																								1																																																							
_Boost_Armor_Upperbody_Ability_Water	_BOOSTS_Armor													8																													1																																																		
_Boost_Armor_Upperbody_Ability_Water_Large	_BOOSTS_Armor													12																													2																																																		
_Boost_Armor_Upperbody_Ability_Water_Medium	_BOOSTS_Armor													10																													1																																																		
_Boost_Armor_Upperbody_Ability_Summoning	_BOOSTS_Armor													8																																		1																																													
_Boost_Armor_Upperbody_Ability_Summoning_Large	_BOOSTS_Armor													12																																		2																																													
_Boost_Armor_Upperbody_Ability_Summoning_Medium	_BOOSTS_Armor													10																																		1																																													
_Boost_Armor_Belt_Ability_Repair	_BOOSTS_Armor													8																																							1																																								
_Boost_Armor_Belt_Ability_Repair_Large	_BOOSTS_Armor													12																																							1																																								
_Boost_Armor_Belt_Ability_Repair_Medium	_BOOSTS_Armor													10																																							1																																								
_Boost_Armor_Ring_Ability_VitalityMastery	_BOOSTS_Armor													8																																																																															
_Boost_Armor_Ring_Ability_VitalityMastery_Large	_BOOSTS_Armor													12																																																																															
_Boost_Armor_Ring_Ability_VitalityMastery_Medium	_BOOSTS_Armor													10																																																																															
_Boost_Armor_Belt_Secondary_CriticalChance	_BOOSTS_Armor													8																																																					2																										
_Boost_Armor_Belt_Secondary_CriticalChance_Large	_BOOSTS_Armor													12																																																					4																										
_Boost_Armor_Belt_Secondary_CriticalChance_Medium	_BOOSTS_Armor													10																																																					3																										
_Boost_Armor_Belt_Secondary_CriticalChance_Small	_BOOSTS_Armor													8																																																					1																										
_Boost_Armor_Gloves_Secondary_CriticalChance	_BOOSTS_Armor													12																																																					2																										
_Boost_Armor_Gloves_Secondary_CriticalChance_Large	_BOOSTS_Armor													10																																																					4																										
_Boost_Armor_Gloves_Secondary_CriticalChance_Medium	_BOOSTS_Armor													8																																																					3																										
_Boost_Armor_Gloves_Secondary_CriticalChance_Small	_BOOSTS_Armor													4																																																					1																										
_Boost_Armor_Gloves_Secondary_Accuracy	_BOOSTS_Armor													12																																																					2																										
_Boost_Armor_Gloves_Secondary_Accuracy_Large	_BOOSTS_Armor													10																																																					4																										
_Boost_Armor_Gloves_Secondary_Accuracy_Medium	_BOOSTS_Armor													8																																																					3																										
_Boost_Armor_Boots_Crafting_Special_KnockdownImmunity	_BOOSTS_Armor													10																																																												SlippingImmunity					Pure Mythril														
_Boost_Armor_Upperbody_Crafting_Special_Ataraxian	_BOOSTS_Armor							10		10				8					10																																																	10::Air:melee																									
_Boost_Armor_Gloves_Crafting_Special_Ataraxian	_BOOSTS_Armor							10		10				4							10							1																																																																	
_Boost_Armor_Helmet_Crafting_Special_Ataraxian	_BOOSTS_Armor							10		10				6												1													1																																																						
_Boost_Armor_Ring_Crafting_Special_Ataraxian	_BOOSTS_Armor							10		10				4								10																		1																																																					
_Boost_Armor_Amulet_Crafting_Special_Ataraxian	_BOOSTS_Armor							10		10				6				10																																																5	2																										
_Boost_Armor_Pants_Crafting_Special_Ataraxian	_BOOSTS_Armor							10		10				6					10																												1																																														
_Boost_Armor_Boots_Crafting_Special_Ataraxian	_BOOSTS_Armor							10		10				4		10																																			1																																										
_Boost_Armor_Belt_Crafting_Special_Ataraxian	_BOOSTS_Armor							10		10				4											1													1																																																							
_Boosts_Runes_Armor_Upperbody	_BOOSTS_Armor					Breast																																																																																							
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Flame_Small	_Boosts_Runes_Armor_Upperbody																	5																																																																											
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Flame_Medium	_Boosts_Runes_Armor_Upperbody																	7																																																																											
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Flame_Large	_Boosts_Runes_Armor_Upperbody																	9																																																																											
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Flame_Giant	_Boosts_Runes_Armor_Upperbody																	11																																																																											
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Thunder_Small	_Boosts_Runes_Armor_Upperbody																		5																																																																										
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Thunder_Medium	_Boosts_Runes_Armor_Upperbody																		7																																																																										
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Thunder_Large	_Boosts_Runes_Armor_Upperbody																		9																																																																										
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Thunder_Giant	_Boosts_Runes_Armor_Upperbody																		11																																																																										
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Frost_Small	_Boosts_Runes_Armor_Upperbody																			5																																																																									
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Frost_Medium	_Boosts_Runes_Armor_Upperbody																			7																																																																									
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Frost_Large	_Boosts_Runes_Armor_Upperbody																			9																																																																									
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Frost_Giant	_Boosts_Runes_Armor_Upperbody																			11																																																																									
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Rock_Small	_Boosts_Runes_Armor_Upperbody																				5																																																																								
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Rock_Medium	_Boosts_Runes_Armor_Upperbody																				7																																																																								
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Rock_Large	_Boosts_Runes_Armor_Upperbody																				9																																																																								
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Rock_Giant	_Boosts_Runes_Armor_Upperbody																				11																																																																								
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Venom_Small	_Boosts_Runes_Armor_Upperbody																					5																																																																							
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Venom_Medium	_Boosts_Runes_Armor_Upperbody																					7																																																																							
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Venom_Large	_Boosts_Runes_Armor_Upperbody																					9																																																																							
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Venom_Giant	_Boosts_Runes_Armor_Upperbody																					11																																																																							
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Masterwork_Small	_Boosts_Runes_Armor_Upperbody								9																																																																																				
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Masterwork_Medium	_Boosts_Runes_Armor_Upperbody								13																																																																																				
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Masterwork_Large	_Boosts_Runes_Armor_Upperbody								17																																																																																				
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Masterwork_Giant	_Boosts_Runes_Armor_Upperbody								21																																																																																				
_Boosts_Framed_Runes_Armor_Upperbody	_Boosts_Runes_Armor_Upperbody																																																																																												
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Flame_Small_Framed_Power	_Boosts_Framed_Runes_Armor_Upperbody																	5									2																																																																		
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Flame_Medium_Framed_Power	_Boosts_Framed_Runes_Armor_Upperbody																	7									2																																																																		
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Flame_Large_Framed_Power	_Boosts_Framed_Runes_Armor_Upperbody																	9									2																																																																		
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Flame_Giant_Framed_Power	_Boosts_Framed_Runes_Armor_Upperbody																	11									2																																																																		
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Frost_Small_Framed_Power	_Boosts_Framed_Runes_Armor_Upperbody																			5							2																																																																		
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Frost_Medium_Framed_Power	_Boosts_Framed_Runes_Armor_Upperbody																			7							2																																																																		
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Frost_Large_Framed_Power	_Boosts_Framed_Runes_Armor_Upperbody																			9							2																																																																		
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Frost_Giant_Framed_Power	_Boosts_Framed_Runes_Armor_Upperbody																			11							2																																																																		
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Thunder_Small_Framed_Power	_Boosts_Framed_Runes_Armor_Upperbody																		5							2																																																																			
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Thunder_Medium_Framed_Power	_Boosts_Framed_Runes_Armor_Upperbody																		7							2																																																																			
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Thunder_Large_Framed_Power	_Boosts_Framed_Runes_Armor_Upperbody																		9							2																																																																			
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Thunder_Giant_Framed_Power	_Boosts_Framed_Runes_Armor_Upperbody																		11							2																																																																			
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Rock_Small_Framed_Power	_Boosts_Framed_Runes_Armor_Upperbody																				5				2																																																																				
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Rock_Medium_Framed_Power	_Boosts_Framed_Runes_Armor_Upperbody																				7				2																																																																				
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Rock_Large_Framed_Power	_Boosts_Framed_Runes_Armor_Upperbody																				9				2																																																																				
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Rock_Giant_Framed_Power	_Boosts_Framed_Runes_Armor_Upperbody																				11				2																																																																				
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Venom_Small_Framed_Power	_Boosts_Framed_Runes_Armor_Upperbody																					5				2																																																																			
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Venom_Medium_Framed_Power	_Boosts_Framed_Runes_Armor_Upperbody																					7				2																																																																			
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Venom_Large_Framed_Power	_Boosts_Framed_Runes_Armor_Upperbody																					9				2																																																																			
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Venom_Giant_Framed_Power	_Boosts_Framed_Runes_Armor_Upperbody																					11				2																																																																			
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Masterwork_Small_Framed_Power	_Boosts_Framed_Runes_Armor_Upperbody								9																2																																																																				
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Masterwork_Medium_Framed_Power	_Boosts_Framed_Runes_Armor_Upperbody								13																2																																																																				
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Masterwork_Large_Framed_Power	_Boosts_Framed_Runes_Armor_Upperbody								17																2																																																																				
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Masterwork_Giant_Framed_Power	_Boosts_Framed_Runes_Armor_Upperbody								21																2																																																																				
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Flame_Small_Framed_Transforming	_Boosts_Framed_Runes_Armor_Upperbody																	5																					1																																																						
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Flame_Medium_Framed_Transforming	_Boosts_Framed_Runes_Armor_Upperbody																	7																					1																																																						
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Flame_Large_Framed_Transforming	_Boosts_Framed_Runes_Armor_Upperbody																	9																					1																																																						
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Flame_Giant_Framed_Transforming	_Boosts_Framed_Runes_Armor_Upperbody																	11																					1																																																						
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Frost_Small_Framed_Transforming	_Boosts_Framed_Runes_Armor_Upperbody																			5																1																																																									
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Frost_Medium_Framed_Transforming	_Boosts_Framed_Runes_Armor_Upperbody																			7																1																																																									
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Frost_Large_Framed_Transforming	_Boosts_Framed_Runes_Armor_Upperbody																			9																1																																																									
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Frost_Giant_Framed_Transforming	_Boosts_Framed_Runes_Armor_Upperbody																			11																1																																																									
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Thunder_Small_Framed_Transforming	_Boosts_Framed_Runes_Armor_Upperbody																		5																					1																																																					
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Thunder_Medium_Framed_Transforming	_Boosts_Framed_Runes_Armor_Upperbody																		7																					1																																																					
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Thunder_Large_Framed_Transforming	_Boosts_Framed_Runes_Armor_Upperbody																		9																					1																																																					
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Thunder_Giant_Framed_Transforming	_Boosts_Framed_Runes_Armor_Upperbody																		11																					1																																																					
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Rock_Small_Framed_Transforming	_Boosts_Framed_Runes_Armor_Upperbody																				5																	1																																																							
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Rock_Medium_Framed_Transforming	_Boosts_Framed_Runes_Armor_Upperbody																				7																	1																																																							
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Rock_Large_Framed_Transforming	_Boosts_Framed_Runes_Armor_Upperbody																				9																	1																																																							
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Rock_Giant_Framed_Transforming	_Boosts_Framed_Runes_Armor_Upperbody																				11																	1																																																							
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Venom_Small_Framed_Transforming	_Boosts_Framed_Runes_Armor_Upperbody																					5																										1																																													
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Venom_Medium_Framed_Transforming	_Boosts_Framed_Runes_Armor_Upperbody																					7																										1																																													
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Venom_Large_Framed_Transforming	_Boosts_Framed_Runes_Armor_Upperbody																					9																										1																																													
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Venom_Giant_Framed_Transforming	_Boosts_Framed_Runes_Armor_Upperbody																					11																										1																																													
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Masterwork_Small_Framed_Transforming	_Boosts_Framed_Runes_Armor_Upperbody								9																			2																																																																	
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Masterwork_Medium_Framed_Transforming	_Boosts_Framed_Runes_Armor_Upperbody								13																			2																																																																	
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Masterwork_Large_Framed_Transforming	_Boosts_Framed_Runes_Armor_Upperbody								17																			2																																																																	
_Boost_Armor_Upperbody_Rune_LOOT_Rune_Masterwork_Giant_Framed_Transforming	_Boosts_Framed_Runes_Armor_Upperbody								21																			2																																																																	
_Boosts_Runes_Armor_Amulet	_BOOSTS_Armor					Amulet																																																																																							
_Boost_Armor_Amulet_Rune_LOOT_Rune_Flame_Small	_Boosts_Runes_Armor_Amulet																																																																		3																										
_Boost_Armor_Amulet_Rune_LOOT_Rune_Flame_Medium	_Boosts_Runes_Armor_Amulet																																																																		4																										
_Boost_Armor_Amulet_Rune_LOOT_Rune_Flame_Large	_Boosts_Runes_Armor_Amulet																																																																		5																										
_Boost_Armor_Amulet_Rune_LOOT_Rune_Flame_Giant	_Boosts_Runes_Armor_Amulet																																																																		6																										
_Boost_Armor_Amulet_Rune_LOOT_Rune_Thunder_Small	_Boosts_Runes_Armor_Amulet																																																																	3																											
_Boost_Armor_Amulet_Rune_LOOT_Rune_Thunder_Medium	_Boosts_Runes_Armor_Amulet																																																																	4																											
_Boost_Armor_Amulet_Rune_LOOT_Rune_Thunder_Large	_Boosts_Runes_Armor_Amulet																																																																	5																											
_Boost_Armor_Amulet_Rune_LOOT_Rune_Thunder_Giant	_Boosts_Runes_Armor_Amulet																																																																	6																											
_Boost_Armor_Amulet_Rune_LOOT_Rune_Frost_Small	_Boosts_Runes_Armor_Amulet															25																																																																													
_Boost_Armor_Amulet_Rune_LOOT_Rune_Frost_Medium	_Boosts_Runes_Armor_Amulet															50																																																																													
_Boost_Armor_Amulet_Rune_LOOT_Rune_Frost_Large	_Boosts_Runes_Armor_Amulet															75																																																																													
_Boost_Armor_Amulet_Rune_LOOT_Rune_Frost_Giant	_Boosts_Runes_Armor_Amulet															100																																																																													
_Boost_Armor_Amulet_Rune_LOOT_Rune_Rock_Small	_Boosts_Runes_Armor_Amulet																																																										9																																		
_Boost_Armor_Amulet_Rune_LOOT_Rune_Rock_Medium	_Boosts_Runes_Armor_Amulet																																																										11																																		
_Boost_Armor_Amulet_Rune_LOOT_Rune_Rock_Large	_Boosts_Runes_Armor_Amulet																																																										13																																		
_Boost_Armor_Amulet_Rune_LOOT_Rune_Rock_Giant	_Boosts_Runes_Armor_Amulet																																																										15																																		
_Boost_Armor_Amulet_Rune_LOOT_Rune_Venom_Small	_Boosts_Runes_Armor_Amulet																																																																5																												
_Boost_Armor_Amulet_Rune_LOOT_Rune_Venom_Medium	_Boosts_Runes_Armor_Amulet																																																																8																												
_Boost_Armor_Amulet_Rune_LOOT_Rune_Venom_Large	_Boosts_Runes_Armor_Amulet																																																																12																												
_Boost_Armor_Amulet_Rune_LOOT_Rune_Venom_Giant	_Boosts_Runes_Armor_Amulet																																																																16																												
_Boost_Armor_Amulet_Rune_LOOT_Rune_Masterwork_Small	_Boosts_Runes_Armor_Amulet										9																																																																																		
_Boost_Armor_Amulet_Rune_LOOT_Rune_Masterwork_Medium	_Boosts_Runes_Armor_Amulet										13																																																																																		
_Boost_Armor_Amulet_Rune_LOOT_Rune_Masterwork_Large	_Boosts_Runes_Armor_Amulet										17																																																																																		
_Boost_Armor_Amulet_Rune_LOOT_Rune_Masterwork_Giant	_Boosts_Runes_Armor_Amulet										21																																																																																		
_Boosts_Framed_Runes_Armor_Amulet	_Boosts_Runes_Armor_Amulet																																																																																												
_Boost_Armor_Amulet_Rune_LOOT_Rune_Flame_Small_Framed_Power	_Boosts_Framed_Runes_Armor_Amulet																										2																																								3																										
_Boost_Armor_Amulet_Rune_LOOT_Rune_Flame_Medium_Framed_Power	_Boosts_Framed_Runes_Armor_Amulet																										2																																								4																										
_Boost_Armor_Amulet_Rune_LOOT_Rune_Flame_Large_Framed_Power	_Boosts_Framed_Runes_Armor_Amulet																										2																																								5																										
_Boost_Armor_Amulet_Rune_LOOT_Rune_Flame_Giant_Framed_Power	_Boosts_Framed_Runes_Armor_Amulet																										2																																								6																										
_Boost_Armor_Amulet_Rune_LOOT_Rune_Frost_Small_Framed_Power	_Boosts_Framed_Runes_Armor_Amulet															25											2																																																																		
_Boost_Armor_Amulet_Rune_LOOT_Rune_Frost_Medium_Framed_Power	_Boosts_Framed_Runes_Armor_Amulet															50											2																																																																		
_Boost_Armor_Amulet_Rune_LOOT_Rune_Frost_Large_Framed_Power	_Boosts_Framed_Runes_Armor_Amulet															75											2																																																																		
_Boost_Armor_Amulet_Rune_LOOT_Rune_Frost_Giant_Framed_Power	_Boosts_Framed_Runes_Armor_Amulet															100											2																																																																		
_Boost_Armor_Amulet_Rune_LOOT_Rune_Thunder_Small_Framed_Power	_Boosts_Framed_Runes_Armor_Amulet																									2																																								3																											
_Boost_Armor_Amulet_Rune_LOOT_Rune_Thunder_Medium_Framed_Power	_Boosts_Framed_Runes_Armor_Amulet																									2																																								4																											
_Boost_Armor_Amulet_Rune_LOOT_Rune_Thunder_Large_Framed_Power	_Boosts_Framed_Runes_Armor_Amulet																									2																																								5																											
_Boost_Armor_Amulet_Rune_LOOT_Rune_Thunder_Giant_Framed_Power	_Boosts_Framed_Runes_Armor_Amulet																									2																																								6																											
_Boost_Armor_Amulet_Rune_LOOT_Rune_Rock_Small_Framed_Power	_Boosts_Framed_Runes_Armor_Amulet																								2																																		9																																		
_Boost_Armor_Amulet_Rune_LOOT_Rune_Rock_Medium_Framed_Power	_Boosts_Framed_Runes_Armor_Amulet																								2																																		11																																		
_Boost_Armor_Amulet_Rune_LOOT_Rune_Rock_Large_Framed_Power	_Boosts_Framed_Runes_Armor_Amulet																								2																																		13																																		
_Boost_Armor_Amulet_Rune_LOOT_Rune_Rock_Giant_Framed_Power	_Boosts_Framed_Runes_Armor_Amulet																								2																																		15																																		
